代码,名称,暂停申购起始日,恢复申购日期,单日申购上限(万元),暂停申购天数,暂停申购原因,投资类型,基金成立年限,去年净值增长率,同类平均收益率,"同类基金区间收益排名
","同类基金区间收益排名(百分比)
","报告期净值增长率
[报告期]去年年报
过去1年
","报告期业绩比较基准增长率
","报告期净值增长率减基准增长率
","报告期净值增长率标准差减基准标准差
",基金规模2020,基金规模2018,基金规模2019,基金规模排名
217014.OF,招商现金增值货币B,2016-01-04,——,1000,——,"为了保证基金的平稳运作,维护基金持有人利益。",货币式基金,10.41917808,2.699080304,2.546879012,200/649,30.81664099,2.6514,1.5208,1.1306,0.0009,45.25150638,258.6878044,106.4769261,682/9376
001308.OF,博时外服货币,2015-12-28,——,5000,——,为保护基金份额持有人利益,货币式基金,4.879452055,2.695398426,2.546879012,203/649,31.2788906,2.6844,0.3549,2.3295,0.0009,70.9155572,272.3972679,77.50227532,427/9376
001688.OF,嘉实新起点混合A,2015-12-25,——,10,——,"保证基金业绩和规模的良性成长,向投资者提供更优质的服务",偏股混合型基金,4.42739726,2.922374429,31.39015396,2879/2986,96.41661085,2.55,19.76,-17.21,-0.49,3.631428014,6.097629228,0.060729845,3638/9376
002178.OF,嘉实新起点混合C,2015-12-25,——,10,——,"保证基金业绩和规模的良性成长,向投资者提供更优质的服务",偏股混合型基金,4.408219178,3.021718602,31.39015396,2875/2986,96.28265238,2.63,19.76,-17.13,-0.51,0.051487195,0.00112005,0.000198122,8470/9376
002188.OF,鹏华丰华债券,2015-12-16,——,0.01,——,保护现有基金份额持有人利益,长期纯债型基金,4.41369863,9.53242525,5.973972239,272/2272,11.97183099,9.51,4.36,5.15,0.23,4.2431309,0.506104659,0.526197621,3445/9376
001545.OF,博时裕嘉纯债3个月定开债,2015-12-14,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.41369863,4.557872286,5.973972239,1044/2272,45.95070423,4.53,4.28,0.25,0,30.96910897,12.10889893,22.41700147,969/9376
002198.OF,博时裕达纯债债券,2015-12-14,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.410958904,4.667066764,5.973972239,988/2272,43.48591549,4.64,2.7,1.94,0.03,16.13715844,15.01929038,15.35624273,1622/9376
002206.OF,博时裕康纯债债券,2015-12-14,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.410958904,4.449532887,5.973972239,1100/2272,48.41549296,4.44,2.7,1.74,0.03,10.775495,10.05495647,10.21123489,2071/9376
001546.OF,博时裕盈3个月定开债,2015-12-07,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.589041096,6.128229191,5.973972239,559/2272,24.60387324,6.09,4.28,1.81,-0.01,19.95289396,22.80895254,29.88839393,1398/9376
002109.OF,博时裕丰3个月定开债,2015-12-07,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.432876712,4.179532886,5.973972239,1245/2272,54.79753521,4.16,4.28,-0.12,0,29.92394078,28.27715226,30.58631616,1018/9376
002233.OF,工银丰收回报灵活配置混合C,2015-12-04,——,1000,——,保护基金份额持有人利益。,偏股混合型基金,4.410958904,12.05035971,31.39015396,2302/2986,77.09310114,12.05,13.65,-1.6,-0.16,2.337532148,2.708257043,1.440574922,4357/9376
001993.OF,博时裕泰纯债债券,2015-12-03,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.449315068,5.86635611,5.973972239,600/2272,26.4084507,5.8,2.7,3.1,0.05,11.14666477,9.948346905,10.28196299,2016/9376
001961.OF,博时裕荣纯债债券,2015-12-02,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.484931507,3.802370303,5.973972239,1510/2272,66.46126761,3.77,2.7,1.07,0.02,35.90543317,5.831739861,6.159136636,841/9376
001522.OF,博时新策略灵活配置混合A,2015-12-01,——,0.1,——,为保护基金份额持有人利益,偏股混合型基金,4.438356164,15.29099496,31.39015396,2128/2986,71.26590757,15.27,4.5,10.77,0.33,2.234936963,7.409789139,7.380162677,4447/9376
001523.OF,博时新策略灵活配置混合C,2015-12-01,——,0.1,——,为保护基金份额持有人利益,偏股混合型基金,4.438356164,22.49027237,31.39015396,1775/2986,59.44407234,13.83,3.16,10.67,0.37,1.26383402,0,0,5423/9376
002141.OF,建信鑫丰回报灵活配置混合C,2015-11-23,——,5,——,保护基金份额持有人利益、保持基金的平稳运行,偏股混合型基金,4.449315068,2.942572378,31.39015396,2878/2986,96.38312123,2.92,6.27,-3.35,0.24,5.270043083,17.98603665,10.80248865,3127/9376
001911.OF,博时裕恒纯债债券,2015-11-20,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.523287671,4.422977333,5.973972239,1112/2272,48.94366197,4.39,2.7,1.69,0.03,26.30594288,25.09908138,25.92438032,1118/9376
002017.OF,招商瑞丰灵活配置混合发起式C,2015-11-20,——,10,——,保证基金的平稳运作,偏股混合型基金,4.452054795,15.58448815,31.39015396,2110/2986,70.66309444,15.58,23.05,-7.47,-0.39,9.305088926,8.212994977,7.586178846,2374/9376
000708.OF,华安安享混合,2015-11-19,——,10,——,"为了保证基金的平稳运作,保护基金持有人利益。本基金管理人决定自2015年11月19日起暂停华安安享灵活配置混合型证券投资基金的大额申购、大额转换转入及定期定额投资业务。",偏股混合型基金,5.271232877,6.51607298,31.39015396,2712/2986,90.82384461,6.42,18.75,-12.33,-0.64,11.96200784,11.14394411,11.38454142,1951/9376
001139.OF,华安新动力灵活配置混合,2015-11-19,——,10,——,"为了保证基金的平稳运作,保护基金持有人利益,本基金管理人决定自2015年11月19日起暂停华安新动力灵活配置混合型证券投资基金的大额申购、大额转换转入及定期定额投资业务。",偏股混合型基金,5.106849315,6.761565836,31.39015396,2691/2986,90.12056263,6.76,4.5,2.26,0.12,12.486226,12.31972078,12.15658178,1904/9376
001485.OF,华安添颐混合,2015-11-19,——,10,——,"为了保证基金的平稳运作,保护基金持有人利益。本基金管理人决定自2015年11月19日起暂停华安添颐养老混合型发起式证券投资基金的大额申购、大额转换转入及定期定额投资业务。",偏债混合型基金,4.876712329,7.671480144,31.39015396,2633/2986,88.17816477,7.67,3.5,4.17,0.11,11.41331034,10.08414863,10.49271327,1999/9376
001601.OF,鑫元鑫新收益灵活配置混合A,2015-11-16,——,500,——,"为了保证基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,4.797260274,9.86752901,31.39015396,2482/2986,83.12123242,9.84,20.21,-10.37,-0.03,1.016009676,3.588296742,0.950714579,5782/9376
001602.OF,鑫元鑫新收益灵活配置混合C,2015-11-16,——,500,——,"为了保证基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,4.797260274,9.055450966,31.39015396,2537/2986,84.96316142,9.06,20.21,-11.15,-0.09,0.000337141,0.00279388,0.000448745,9220/9376
160721.OF,嘉实中证中期企业债指数(LOF)C,2015-11-16,——,2000,——,"保证基金业绩和规模的良性成长,向投资者提供更优质的服务",长期纯债型基金,7.235616438,3.452264629,5.973972239,1730/2272,76.1443662,3.44,5.35,-1.91,0.04,0.036228876,0.083895091,0.061131982,8597/9376
110007.OF,易方达稳健收益债券A,2015-11-03,——,2000,——,为保护基金份额持有人利益,混合债券型基金（二级）,14.62191781,14.96418914,5.973972239,124/2272,5.457746479,14.96,1.1,13.86,0.22,50.85752382,23.27602206,12.71340232,614/9376
001868.OF,招商产业债券C,2015-09-29,——,0.1,——,"为了保证基金的平稳运作,维护基金持有人利益。",混合债券型基金（一级）,4.591780822,6.189410887,5.973972239,549/2272,24.16373239,6.19,2.75,3.44,0.03,19.39702505,4.063353242,20.59090171,1425/9376
217022.OF,招商产业债券A,2015-09-29,——,0.5,——,"为了保证基金的平稳运作,维护基金持有人利益。",混合债券型基金（一级）,8.115068493,6.710430157,5.973972239,488/2272,21.47887324,6.71,2.75,3.96,0.03,74.40277899,7.032012282,15.95643813,400/9376
000647.OF,易方达财富快线货币A,2015-08-27,——,500,——,为保护基金份额持有人利益,货币式基金,5.873972603,2.655609545,2.546879012,248/649,38.21263482,2.6284,1.3781,1.2503,0.0006,31.75946231,72.62342292,63.85054716,932/9376
000648.OF,易方达财富快线货币B,2015-08-27,——,500,——,为保护基金份额持有人利益,货币式基金,5.873972603,2.904718187,2.546879012,39/649,6.009244992,2.8755,1.3781,1.4974,0.0006,40.37591921,59.84953065,84.7510378,755/9376
000789.OF,易方达龙宝货币A,2015-08-27,——,2000,——,为保护基金份额持有人利益,货币式基金,5.635616438,2.557995719,2.546879012,339/649,52.23420647,2.5488,1.3781,1.1707,0.0009,8.763190887,21.22039083,16.9761563,2441/9376
000790.OF,易方达龙宝货币B,2015-08-27,——,2000,——,为保护基金份额持有人利益,货币式基金,5.635616438,2.805548432,2.546879012,98/649,15.10015408,2.7956,1.3781,1.4175,0.0009,1.069422579,2.275220101,1.148602597,5685/9376
000809.OF,招商招利1个月期理财债券B,2015-07-20,——,10,——,保证基金的平稳运作,中短期纯债型基金,5.6,0,5.973972239,2218/2272,97.62323944,2.6524,1.3687,1.2837,0.0037,3.764819518,17.99331189,10.5142625,3583/9376
001578.OF,博时裕瑞纯债债券,2015-07-13,——,1,——,为保护基金份额持有人利益,长期纯债型基金,4.838356164,3.699432626,5.973972239,1586/2272,69.80633803,3.64,2.7,0.94,0.04,3.626785756,3.040504066,3.773006565,3640/9376
001320.OF,工银丰盈回报灵活配置混合,2015-07-02,——,500,——,保护基金持有人利益。,偏股混合型基金,4.945205479,43.28512397,31.39015396,878/2986,29.4038848,43.29,5.5,37.79,0.99,0.931160771,1.814704103,0.872766537,5926/9376
001408.OF,建信鑫丰回报灵活配置混合A,2015-06-23,——,5,——,《中华人民共和国证券投资基金法》、《公开募集证券投资基金运作管理办法》等法律法规以及《建信鑫丰回报灵活配置混合型证券投资基金基金合同》、《建信鑫丰回报灵活配置混合型证券投资基金招募说明书》,偏股混合型基金,4.876712329,3.047169811,31.39015396,2871/2986,96.1486939,3.03,6.27,-3.24,0.24,0.260415533,0.412524316,0.268727802,7487/9376
000976.OF,长城新兴产业混合,2015-06-02,——,100,——,"为保证基金的稳定运作,保护基金份额持有人利益。",偏股混合型基金,5.202739726,35.3403904,31.39015396,1254/2986,41.99598125,35.34,20.47,14.87,0.42,1.166568681,1.061106557,0.805963686,5546/9376
000996.OF,中银新动力股票,2015-05-25,——,1000,——,"保护基金份额持有人利益,稳定基金规模,追求平稳运作。 ",普通股票型基金,5.21369863,47.36842105,37.97667335,258/1097,23.51868733,47.37,28.68,18.69,0.29,11.97405692,18.83228161,9.615888017,1948/9376
000945.OF,华夏医疗健康混合A,2015-05-18,——,500,——,为保护现有基金份额持有人的利益,偏股混合型基金,5.243835616,43.4518647,31.39015396,870/2986,29.13596785,43.45,21.09,22.36,0.49,19.33622437,24.08744376,17.76501029,1432/9376
000946.OF,华夏医疗健康混合C,2015-05-18,——,500,——,为保护现有基金份额持有人的利益,偏股混合型基金,5.243835616,42.70557029,31.39015396,910/2986,30.47555258,42.71,21.09,21.62,0.49,4.022050265,4.963163816,3.427187727,3507/9376
000907.OF,农银红利日结货币A,2015-05-07,——,5000,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,5.367123288,2.53376149,2.546879012,365/649,56.2403698,2.5079,0.3549,2.153,0.0007,463.5349989,469.595748,683.5102661,45/9376
000908.OF,农银红利日结货币B,2015-05-07,——,5000,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,5.367123288,2.782404406,2.546879012,114/649,17.56548536,2.7545,0.3549,2.3996,0.0007,277.6196336,200.8765338,389.1680412,80/9376
660007.OF,农银货币A,2015-05-07,——,1000,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,9.44109589,2.546634906,2.546879012,355/649,54.69953775,2.5163,1.3688,1.1475,0.0014,19.67757254,57.43586184,43.97040343,1415/9376
660016.OF,农银7天理财债券A,2015-05-07,——,10,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",中短期纯债型基金,7.235616438,2.612548461,5.973972239,2046/2272,90.0528169,2.588,1.3688,1.2192,0.0018,3.082611568,7.620017045,6.192517179,3928/9376
660107.OF,农银货币B,2015-05-07,——,1000,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,9.44109589,2.795479608,2.546879012,105/649,16.17873652,2.7631,1.3688,1.3943,0.0015,15.2327184,96.9190975,84.09318601,1698/9376
660116.OF,农银7天理财债券B,2015-05-07,——,10,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",中短期纯债型基金,7.235616438,1.063500487,5.973972239,2148/2272,94.54225352,1.0373,1.3688,-0.3315,0.0041,0,1.644408792,0.342528104,——
001247.OF,华泰柏瑞新利混合A,2015-05-04,——,10,——,为保证现有基金份额持有人的利益,偏股混合型基金,5.010958904,5.092133738,31.39015396,2792/2986,93.50301407,5.05,2.31,2.74,0.18,0.71316772,5.028390091,3.145755522,6312/9376
000868.OF,国投瑞银增利宝货币A,2015-04-27,——,2000,——,维护现有基金份额持有人利益,货币式基金,5.465753425,2.50274337,2.546879012,404/649,62.24961479,2.4948,1.3781,1.1167,0.0016,1.031838103,4.344101979,5.599223803,5746/9376
001061.OF,华夏收益债券(QDII)A,2015-04-10,——,1,——,"自2015年4月10日起对华夏海外收益债券型证券投资基金的申购及定期定额业务进行限制,即人民币份额单个投资人单日累计申购(含定期定额申购)申请金额应不超过人民币100万元,美元份额单个投资人单日累计申购(含定期定额申购)申请金额应不超过16万美元。",QDII,7.4,11.98003418,20.89744936,182/241,75.5186722,11.98,2.75,9.23,0.19,19.11780808,10.9149614,7.270877617,1442/9376
001063.OF,华夏收益债券(QDII)C,2015-04-10,——,1,——,"自2015年4月10日起对华夏海外收益债券型证券投资基金的申购及定期定额业务进行限制,即人民币份额单个投资人单日累计申购(含定期定额申购)申请金额应不超过人民币100万元,美元份额单个投资人单日累计申购(含定期定额申购)申请金额应不超过16万美元。",QDII,7.4,11.60082824,20.89744936,183/241,75.93360996,11.51,2.75,8.76,0.19,5.161016026,3.661923844,2.231450272,3173/9376
001065.OF,华夏海外收益债券现汇(QDII),2015-04-10,——,0.15,——,"自2015年4月10日起对华夏海外收益债券型证券投资基金的申购及定期定额业务进行限制,即人民币份额单个投资人单日累计申购(含定期定额申购)申请金额应不超过人民币100万元,美元份额单个投资人单日累计申购(含定期定额申购)申请金额应不超过16万美元。",QDII,7.4,12.0307638,20.89744936,179/241,74.27385892,11.98,2.75,9.23,0.19,19.11780808,10.9149614,7.270877617,1440/9376
001066.OF,华夏海外收益债券现钞(QDII),2015-04-10,——,0.15,——,"自2015年4月10日起对华夏海外收益债券型证券投资基金的申购及定期定额业务进行限制,即人民币份额单个投资人单日累计申购(含定期定额申购)申请金额应不超过人民币100万元,美元份额单个投资人单日累计申购(含定期定额申购)申请金额应不超过16万美元。",QDII,7.4,12.0307638,20.89744936,180/241,74.68879668,11.98,2.75,9.23,0.19,19.11780808,10.9149614,7.270877617,1441/9376
000904.OF,银华回报灵活配置定期开放混合发起式,2015-03-27,——,10,——,为保护现有基金份额持有人利益,偏股混合型基金,5.38630137,34.13461441,31.39015396,1298/2986,43.46952445,34.13,5,29.13,1.17,1.927759689,3.92084335,2.529584137,4779/9376
000788.OF,前海开源中国成长混合,2015-03-25,——,5,——,"为了保证基金的平稳运作,维护基金份额持有人利益。",偏股混合型基金,5.589041096,54.89260125,31.39015396,410/2986,13.73074347,54.89,26.39,28.5,0.58,0.698967267,0.32086782,0.533735722,6341/9376
163816.OF,中银转债增强债券A,2015-03-19,——,5000,——,"保护基金份额持有人利益,稳定基金规模,追求平稳运作",混合债券型基金（二级）,8.843835616,29.54545455,5.973972239,25/2272,1.100352113,29.55,16.62,12.93,0.4,1.817991756,0.65280067,0.548690151,4854/9376
163817.OF,中银转债增强债券B,2015-03-19,——,5000,——,"保护基金份额持有人利益,稳定基金规模,追求平稳运作",混合债券型基金（二级）,8.843835616,29.15416917,5.973972239,28/2272,1.232394366,29.15,16.62,12.53,0.4,1.422067739,0.542782925,0.462314194,5253/9376
000314.OF,招商瑞丰灵活配置混合发起式A,2015-03-10,——,10,——,"为了保证基金的平稳运作,维护基金持有人利益。",偏股混合型基金,6.484931507,16.12000494,31.39015396,2075/2986,69.4909578,16.12,23.05,-6.93,-0.4,0.151998389,0.229828816,0.186630115,7904/9376
